sample_id,user_id,positive_item,negative_item,item_a,item_b,flipped,ground_truth_label,pid_split,split_position
1703,1831,5027,3124,5027,3124,0,1,train,5049
1704,1832,1382,5348,1382,5348,0,1,train,7806
1705,1833,1045,3376,1045,3376,0,1,train,4597
1706,1836,2654,2330,2654,2330,0,1,train,3301
1707,1837,1558,5969,5969,1558,1,0,train,1277
1708,1838,7155,4042,7155,4042,0,1,train,7722
1709,1839,1078,5312,5312,1078,1,0,train,7078
1710,1840,1025,6954,1025,6954,0,1,test,767
1711,1841,3070,8935,8935,3070,1,0,train,3899
1712,1842,7661,5334,7661,5334,0,1,test,1389
1713,1843,8583,8839,8839,8583,1,0,test,1854
1714,1844,2367,3257,2367,3257,0,1,train,7385
1715,1845,8287,1135,8287,1135,0,1,train,5871
1716,1846,3267,643,643,3267,1,0,train,3669
1717,1847,5580,1096,1096,5580,1,0,train,3611
1718,1848,1099,184,184,1099,1,0,test,777
1719,1849,2903,7358,2903,7358,0,1,train,5483
1720,1850,7661,4519,4519,7661,1,0,train,2933
1721,1851,1539,6109,1539,6109,0,1,train,4440
1722,1852,7648,6016,7648,6016,0,1,train,3417
1723,1853,5258,8013,8013,5258,1,0,test,1032
1724,1854,1669,4384,1669,4384,0,1,train,2139
1725,1855,8992,2712,2712,8992,1,0,train,1002
1726,1856,4933,6680,6680,4933,1,0,test,1056
1727,1857,2242,4566,2242,4566,0,1,train,3965
1728,1858,2601,3272,3272,2601,1,0,train,4170
1729,1860,3331,2031,2031,3331,1,0,train,1566
1730,1861,1909,7894,1909,7894,0,1,test,668
1731,1862,7801,190,7801,190,0,1,train,3943
1732,1863,4790,235,235,4790,1,0,train,5907
1733,1864,4626,3019,4626,3019,0,1,test,281
1734,1865,3902,4668,4668,3902,1,0,train,7287
1735,1866,5087,2639,5087,2639,0,1,train,4784
1736,1867,5288,6111,6111,5288,1,0,train,1396
1737,1868,7305,1408,1408,7305,1,0,train,2998
1738,1869,6149,9016,9016,6149,1,0,train,7488
1739,1870,6410,2003,2003,6410,1,0,train,6756
1740,1871,1670,5941,1670,5941,0,1,train,369
1741,1872,4726,2126,2126,4726,1,0,train,7871
1742,1873,1623,5137,5137,1623,1,0,test,1153
1743,1874,6359,3127,3127,6359,1,0,test,864
1744,1875,4841,5712,5712,4841,1,0,train,1692
1745,1876,1127,2043,2043,1127,1,0,train,5683
1746,1877,6620,7318,6620,7318,0,1,train,7204
1747,1878,7770,6690,6690,7770,1,0,train,359
1748,1879,7580,7767,7580,7767,0,1,train,979
1749,1880,8477,470,470,8477,1,0,test,1264
1750,1881,1927,1940,1927,1940,0,1,train,6883
1751,1882,5826,6439,6439,5826,1,0,train,1833
1752,1883,7865,7447,7865,7447,0,1,train,1584
1753,1884,8115,225,8115,225,0,1,train,3476
1754,1885,2766,2160,2766,2160,0,1,train,4371
1755,1886,1685,8125,8125,1685,1,0,train,2003
1756,1887,8602,3019,8602,3019,0,1,train,6427
1757,1888,5106,2996,2996,5106,1,0,train,2262
1758,1889,6881,8110,8110,6881,1,0,train,2864
1759,1890,8681,8458,8458,8681,1,0,train,4491
1760,1891,4821,5039,4821,5039,0,1,test,1341
1761,1892,7332,1756,1756,7332,1,0,train,5426
1762,1894,1631,6557,1631,6557,0,1,train,403
1763,1895,7560,5994,7560,5994,0,1,train,1200
1764,1896,1113,170,1113,170,0,1,train,4031
1765,1897,4922,6462,6462,4922,1,0,train,2546
1766,1898,1869,5600,1869,5600,0,1,train,4574
1767,1899,3307,3834,3307,3834,0,1,train,5137
1768,1900,5829,7449,5829,7449,0,1,train,2151
1769,1901,2009,1669,1669,2009,1,0,train,594
1770,1902,4484,3786,4484,3786,0,1,train,2691
1771,1903,7649,1580,1580,7649,1,0,train,4291
1772,1904,3503,5300,3503,5300,0,1,test,101
1773,1905,2754,1296,1296,2754,1,0,train,4773
1774,1907,4502,5522,5522,4502,1,0,test,230
1775,1908,258,8234,258,8234,0,1,train,1676
1776,1909,2894,7770,2894,7770,0,1,train,6249
1777,1910,1312,3127,3127,1312,1,0,train,656
1778,1911,8704,8078,8078,8704,1,0,train,1351
1779,1912,179,3933,3933,179,1,0,test,1207
1780,1913,450,6238,450,6238,0,1,train,6365
1781,1915,309,3115,309,3115,0,1,train,5733
1782,1916,7298,3904,3904,7298,1,0,train,5393
1783,1917,3480,6686,3480,6686,0,1,train,2489
1784,1918,9052,6060,6060,9052,1,0,train,1726
1785,1919,3856,3794,3856,3794,0,1,train,7545
1786,1920,4140,7918,4140,7918,0,1,train,5719
1787,1921,4810,1149,4810,1149,0,1,train,464
1788,1922,7876,4114,7876,4114,0,1,train,5213
1789,1923,6137,333,333,6137,1,0,train,2993
1790,1924,910,2665,2665,910,1,0,train,2748
1791,1925,2439,7965,7965,2439,1,0,train,288
1792,1926,438,1598,438,1598,0,1,train,1754
1793,1927,8547,5984,8547,5984,0,1,train,2381
1794,1928,8790,2045,2045,8790,1,0,train,5012
1795,1929,4293,8163,4293,8163,0,1,test,1471
1796,1930,3662,5066,3662,5066,0,1,train,4073
1797,1931,5840,2858,5840,2858,0,1,test,1906
1798,1932,3317,3814,3814,3317,1,0,test,847
1799,1933,585,6465,6465,585,1,0,test,1969
1800,1934,2038,2446,2446,2038,1,0,train,3999
1801,1935,6837,7702,7702,6837,1,0,train,2296
1802,1936,4319,3600,3600,4319,1,0,train,649
1803,1937,3208,3573,3208,3573,0,1,train,6637
1804,1938,5192,8346,8346,5192,1,0,test,1524
1805,1939,388,5782,5782,388,1,0,train,222
1806,1940,2867,2726,2726,2867,1,0,train,6074
1807,1941,322,2903,322,2903,0,1,train,74
1808,1942,450,6164,450,6164,0,1,train,6502
1809,1943,2996,2774,2774,2996,1,0,train,2137
1810,1944,5929,8694,5929,8694,0,1,train,7706
1811,1945,1391,676,1391,676,0,1,test,1965
1812,1946,4323,3310,3310,4323,1,0,test,274
1813,1948,8036,3141,3141,8036,1,0,train,6834
1814,1949,4463,8689,8689,4463,1,0,train,4100
1815,1950,304,3790,304,3790,0,1,test,922
1816,1951,131,6414,6414,131,1,0,train,864
1817,1952,3025,9240,3025,9240,0,1,train,5492
1818,1953,3282,3391,3282,3391,0,1,test,1746
1819,1954,657,2335,2335,657,1,0,train,7601
1820,1955,685,6366,685,6366,0,1,train,5791
1821,1956,673,1020,673,1020,0,1,train,1709
1822,1957,729,3630,729,3630,0,1,train,4003
1823,1958,724,5866,5866,724,1,0,test,154
1824,1959,1674,1679,1674,1679,0,1,train,4415
1825,1960,4643,3942,4643,3942,0,1,train,1067
1826,1961,6790,5489,6790,5489,0,1,train,6890
1827,1962,784,1009,1009,784,1,0,test,1600
1828,1963,2081,5348,2081,5348,0,1,train,4679
1829,1964,2219,2701,2219,2701,0,1,train,5509
1830,1965,2045,8691,8691,2045,1,0,train,4139
1831,1966,5969,2117,2117,5969,1,0,train,868
1832,1967,737,9157,9157,737,1,0,train,155
1833,1968,655,2071,655,2071,0,1,train,6566
1834,1969,7983,4749,4749,7983,1,0,train,5334
1835,1970,7356,9182,9182,7356,1,0,train,1802
1836,1971,8337,4462,4462,8337,1,0,train,3562
1837,1972,4686,6861,6861,4686,1,0,train,6460
1838,1973,2052,8739,2052,8739,0,1,test,1434
1839,1974,6431,1162,6431,1162,0,1,train,7305
1840,1975,4364,8003,8003,4364,1,0,train,7262
1841,1976,3852,3490,3852,3490,0,1,train,5780
1842,1977,2584,1081,1081,2584,1,0,train,2564
1843,1978,2063,3251,2063,3251,0,1,train,5672
1844,1980,8357,8320,8320,8357,1,0,train,6510
1845,1982,6288,3281,3281,6288,1,0,test,1022
1846,1983,1693,8227,1693,8227,0,1,train,2239
1847,1985,9065,1969,9065,1969,0,1,train,4042
1848,1986,5024,2856,2856,5024,1,0,train,471
1849,1987,4193,476,476,4193,1,0,train,2018
1850,1988,3883,5310,3883,5310,0,1,test,427
1851,1989,746,7321,7321,746,1,0,test,1012
1852,1990,4065,7309,4065,7309,0,1,test,1230
1853,1991,1409,2484,2484,1409,1,0,train,972
1854,1992,6423,5842,5842,6423,1,0,test,519
1855,1993,5885,8742,8742,5885,1,0,train,4309
1856,1994,1909,7322,1909,7322,0,1,test,647
1857,1995,1373,5976,1373,5976,0,1,train,3557
1858,1996,1448,526,526,1448,1,0,train,20
1859,1997,3120,2462,3120,2462,0,1,test,1690
1860,1998,2651,3223,2651,3223,0,1,train,6170
1861,1999,7508,3937,3937,7508,1,0,train,1354
1862,2000,7680,8159,7680,8159,0,1,train,2640
1863,2001,8442,2044,2044,8442,1,0,train,7348
1864,2002,4895,7268,7268,4895,1,0,test,1602
1865,2003,5531,679,5531,679,0,1,train,553
1866,2004,4272,1446,4272,1446,0,1,train,4447
1867,2005,4243,8336,4243,8336,0,1,train,5236
1868,2006,8253,7250,7250,8253,1,0,train,7530
1869,2007,8147,1281,8147,1281,0,1,train,2188
1870,2009,6154,3932,3932,6154,1,0,train,7592
1871,2010,1376,2456,1376,2456,0,1,test,128
1872,2011,4682,7711,4682,7711,0,1,test,1733
1873,2012,1420,4783,4783,1420,1,0,train,7063
1874,2013,6122,5735,5735,6122,1,0,train,6541
1875,2014,6129,2666,2666,6129,1,0,train,3384
1876,2015,7403,7596,7596,7403,1,0,train,3192
1877,2016,175,8866,175,8866,0,1,test,640
1878,2017,4225,409,4225,409,0,1,train,993
1879,2018,746,2087,2087,746,1,0,train,1141
1880,2019,4684,3779,4684,3779,0,1,train,2057
1881,2020,4232,4042,4042,4232,1,0,train,629
1882,2021,255,764,764,255,1,0,train,4965
1883,2022,1154,4892,4892,1154,1,0,train,1632
1884,2023,742,3500,742,3500,0,1,train,5637
1885,2024,1028,9120,9120,1028,1,0,train,6536
1886,2025,387,3962,3962,387,1,0,test,1968
1887,2026,1323,6772,6772,1323,1,0,test,8
1888,2027,3519,1953,3519,1953,0,1,train,6613
1889,2028,317,5141,317,5141,0,1,train,2400
1890,2029,2959,1574,2959,1574,0,1,train,1949
1891,2030,2201,2692,2692,2201,1,0,train,3231
1892,2031,2514,5618,5618,2514,1,0,train,3414
1893,2032,1079,1209,1209,1079,1,0,test,409
1894,2033,857,6604,6604,857,1,0,train,4856
1895,2034,444,2348,2348,444,1,0,test,1254
1896,2035,576,7623,7623,576,1,0,train,2451
1897,2036,1103,5865,5865,1103,1,0,train,6130
1898,2037,4252,2986,4252,2986,0,1,train,4473
1899,2038,3515,147,3515,147,0,1,train,1618
1900,2039,2962,7781,7781,2962,1,0,train,6353
1901,2041,6089,8505,8505,6089,1,0,test,215
1902,2042,6344,5954,6344,5954,0,1,test,1916
1903,2043,2031,7802,2031,7802,0,1,test,1960
1904,2044,7959,9315,7959,9315,0,1,train,5048
1905,2045,7967,4330,4330,7967,1,0,train,5323
1906,2046,3602,3912,3912,3602,1,0,train,1184
1907,2047,6466,5412,5412,6466,1,0,train,3095
1908,2048,7154,8181,7154,8181,0,1,train,7838
1909,2049,2302,1846,1846,2302,1,0,train,5230
1910,2050,1600,7157,7157,1600,1,0,test,954
1911,2051,6818,2316,6818,2316,0,1,train,3950
1912,2052,4037,5394,4037,5394,0,1,test,1717
1913,2053,7805,7885,7805,7885,0,1,train,5691
1914,2054,7915,4441,7915,4441,0,1,train,5585
1915,2055,4151,3788,4151,3788,0,1,test,1039
1916,2056,1892,7892,1892,7892,0,1,train,2445
1917,2057,5791,2138,2138,5791,1,0,train,3760
1918,2058,6884,7322,7322,6884,1,0,train,3019
1919,2059,2507,898,2507,898,0,1,train,6952
1920,2060,2071,3359,2071,3359,0,1,test,974
1921,2061,437,2624,437,2624,0,1,train,756
1922,2062,8687,7707,7707,8687,1,0,train,1855
1923,2063,4026,7507,4026,7507,0,1,test,1573
1924,2064,4032,7883,7883,4032,1,0,train,5111
1925,2065,8162,3553,8162,3553,0,1,train,1571
1926,2066,3340,1613,3340,1613,0,1,train,2877
1927,2067,1744,1371,1744,1371,0,1,test,181
1928,2068,5105,7713,7713,5105,1,0,train,2950
1929,2069,4871,6088,4871,6088,0,1,train,241
1930,2071,7863,6220,7863,6220,0,1,test,308
1931,2072,6130,6276,6276,6130,1,0,train,1479
1932,2073,1982,5978,1982,5978,0,1,train,3538
1933,2074,4136,3625,3625,4136,1,0,train,3555
1934,2075,8430,4927,4927,8430,1,0,train,2547
1935,2076,6431,3389,3389,6431,1,0,train,5798
1936,2077,7602,5103,5103,7602,1,0,test,1225
1937,2078,4175,5251,5251,4175,1,0,train,3879
1938,2079,7219,5334,7219,5334,0,1,train,2646
1939,2080,3215,8818,8818,3215,1,0,train,7651
1940,2081,1603,3056,1603,3056,0,1,test,1052
1941,2082,576,4694,576,4694,0,1,train,4290
1942,2083,3195,7870,3195,7870,0,1,train,1683
1943,2084,9263,1226,1226,9263,1,0,test,826
1944,2085,4967,8240,4967,8240,0,1,train,1402
1945,2086,4780,3861,3861,4780,1,0,train,4499
1946,2087,958,887,887,958,1,0,train,3460
1947,2088,1244,4719,1244,4719,0,1,train,3540
1948,2089,891,1517,1517,891,1,0,train,7587
1949,2090,5934,2126,5934,2126,0,1,train,2683
1950,2091,3251,6775,6775,3251,1,0,train,4757
1951,2092,1180,1420,1180,1420,0,1,train,6698
1952,2094,4951,8622,4951,8622,0,1,train,2042
1953,2095,3090,717,717,3090,1,0,train,4557
1954,2096,3103,64,64,3103,1,0,train,5765
1955,2097,438,217,217,438,1,0,train,3573
1956,2098,9102,4341,9102,4341,0,1,train,4540
1957,2099,1127,2804,1127,2804,0,1,test,276
1958,2100,954,5618,5618,954,1,0,train,4088
1959,2102,108,6223,108,6223,0,1,train,2534
1960,2103,6838,982,6838,982,0,1,train,856
1961,2104,1413,5501,1413,5501,0,1,train,3855
1962,2105,2653,650,2653,650,0,1,train,6321
1963,2106,3827,5931,5931,3827,1,0,test,1964
1964,2107,2185,5154,2185,5154,0,1,test,742
1965,2108,8569,2525,2525,8569,1,0,train,686
1966,2109,441,6954,441,6954,0,1,train,3278
1967,2110,2293,2531,2293,2531,0,1,train,1216
1968,2111,3869,7107,7107,3869,1,0,train,1196
1969,2112,8029,4778,4778,8029,1,0,test,299
1970,2113,4401,7009,7009,4401,1,0,test,1750
1971,2114,771,3937,3937,771,1,0,test,1795
1972,2115,6561,1751,1751,6561,1,0,train,560
1973,2116,9043,6908,6908,9043,1,0,train,4216
1974,2117,7628,4035,4035,7628,1,0,train,5690
1975,2118,4303,9145,4303,9145,0,1,train,4533
1976,2119,1129,8677,1129,8677,0,1,train,154
1977,2120,525,3210,525,3210,0,1,train,4651
1978,2121,1053,3320,3320,1053,1,0,train,5357
1979,2122,7800,5843,5843,7800,1,0,test,416
1980,2123,2646,8816,2646,8816,0,1,train,3807
1981,2124,1190,2506,2506,1190,1,0,train,5663
1982,2125,338,7793,338,7793,0,1,train,4130
1983,2126,5664,7128,7128,5664,1,0,train,5432
1984,2127,8544,1109,1109,8544,1,0,train,850
1985,2128,761,3990,3990,761,1,0,train,1456
1986,2129,582,2956,582,2956,0,1,train,5698
1987,2130,437,9195,9195,437,1,0,test,131
1988,2131,453,7171,453,7171,0,1,test,331
1989,2132,513,9120,513,9120,0,1,test,1640
1990,2133,352,5812,5812,352,1,0,test,43
1991,2134,1555,994,1555,994,0,1,test,1658
1992,2135,305,2356,2356,305,1,0,test,1920
1993,2136,286,36,36,286,1,0,train,824
1994,2137,1422,6582,1422,6582,0,1,test,1384
1995,2138,2336,7196,7196,2336,1,0,test,1625
1996,2139,2872,2094,2872,2094,0,1,train,3920
1997,2140,1412,7126,1412,7126,0,1,train,1441
1998,2141,1555,5802,1555,5802,0,1,train,778
1999,2143,338,6744,6744,338,1,0,train,1673
2000,2144,4519,6331,6331,4519,1,0,train,2551
2001,2145,1072,4742,1072,4742,0,1,train,4445
2002,2146,2925,9239,9239,2925,1,0,train,3795
2003,2147,333,677,677,333,1,0,train,2989
2004,2148,6525,3551,6525,3551,0,1,train,6494
2005,2149,2959,1477,2959,1477,0,1,train,7549
2006,2150,1437,843,1437,843,0,1,train,4649
2007,2151,695,4197,4197,695,1,0,train,3548
2008,2152,2869,1523,1523,2869,1,0,train,755
2009,2153,413,7818,413,7818,0,1,train,4416
2010,2154,5724,3608,5724,3608,0,1,train,1429
2011,2155,601,6747,601,6747,0,1,train,5360
2012,2156,3354,7977,3354,7977,0,1,train,935
2013,2157,4125,7033,4125,7033,0,1,test,97
2014,2160,341,8185,8185,341,1,0,train,1587
2015,2161,4967,4182,4967,4182,0,1,test,1162
2016,2162,6959,5973,5973,6959,1,0,train,1024
2017,2163,4798,3381,3381,4798,1,0,train,3487
2018,2164,426,4128,4128,426,1,0,train,1271
2019,2165,5586,5656,5586,5656,0,1,test,180
2020,2166,266,7973,7973,266,1,0,train,2686
2021,2167,5759,5716,5716,5759,1,0,train,585
2022,2168,7134,731,7134,731,0,1,train,5878
2023,2169,1198,1467,1467,1198,1,0,train,2312
2024,2170,338,4518,4518,338,1,0,train,7781
2025,2171,5794,6431,6431,5794,1,0,train,1435
2026,2172,422,7886,7886,422,1,0,train,4369
2027,2173,1152,1133,1133,1152,1,0,train,1284
2028,2174,3277,2751,2751,3277,1,0,train,7163
2029,2175,5707,8560,8560,5707,1,0,train,5546
2030,2176,566,7576,7576,566,1,0,train,1232
2031,2177,162,2835,2835,162,1,0,train,1780
2032,2178,7419,8151,8151,7419,1,0,train,1846
2033,2179,935,4457,4457,935,1,0,train,3336
2034,2180,5173,6883,6883,5173,1,0,train,2507
2035,2181,1195,2499,1195,2499,0,1,train,4697
2036,2182,4562,1260,4562,1260,0,1,train,3051
2037,2183,4519,4150,4150,4519,1,0,train,2561
2038,2184,7336,2557,2557,7336,1,0,train,2767
2039,2185,2854,4095,2854,4095,0,1,train,7237
2040,2186,340,8456,8456,340,1,0,train,6357
2041,2187,15,312,15,312,0,1,train,398
2042,2188,437,5104,437,5104,0,1,train,2648
2043,2189,4481,4334,4334,4481,1,0,train,2811
2044,2191,1628,607,1628,607,0,1,train,2853
2045,2192,5260,5730,5730,5260,1,0,train,2999
2046,2193,466,2039,2039,466,1,0,test,975
2047,2194,5195,5977,5977,5195,1,0,train,7495
2048,2195,1320,7935,1320,7935,0,1,train,1667
2049,2196,8281,2597,2597,8281,1,0,train,6323
2050,2197,3038,3705,3038,3705,0,1,train,5433
2051,2198,5067,4793,5067,4793,0,1,test,193
2052,2199,559,6404,6404,559,1,0,train,1535
2053,2200,6303,9280,6303,9280,0,1,train,3729
2054,2202,2522,8310,8310,2522,1,0,train,3961
2055,2204,7700,7196,7700,7196,0,1,train,1249
2056,2205,6803,3840,3840,6803,1,0,test,557
2057,2206,1439,8078,8078,1439,1,0,train,2052
2058,2207,451,6696,6696,451,1,0,test,133
2059,2208,7700,6901,6901,7700,1,0,train,226
2060,2209,6593,2777,2777,6593,1,0,train,5175
2061,2210,2075,3713,3713,2075,1,0,train,2156
2062,2211,8334,215,215,8334,1,0,train,1401
2063,2212,4947,4760,4760,4947,1,0,train,5467
2064,2213,4185,3314,4185,3314,0,1,train,289
2065,2214,3794,7603,3794,7603,0,1,train,4717
2066,2215,7982,7196,7982,7196,0,1,train,2054
2067,2216,5822,3682,3682,5822,1,0,train,4693
2068,2217,2392,2611,2392,2611,0,1,train,7757
2069,2218,4115,4330,4115,4330,0,1,train,1406
2070,2219,1184,8223,8223,1184,1,0,train,4414
2071,2220,4422,8237,4422,8237,0,1,train,152
2072,2222,4239,4067,4067,4239,1,0,train,3828
2073,2224,1704,5478,1704,5478,0,1,train,7513
2074,2225,9180,1167,9180,1167,0,1,train,6414
2075,2226,7510,5815,5815,7510,1,0,train,4267
2076,2227,7775,1476,1476,7775,1,0,train,3433
2077,2228,6603,226,6603,226,0,1,train,3291
2078,2229,8066,881,8066,881,0,1,train,1430
2079,2230,4225,5333,5333,4225,1,0,train,3625
2080,2231,7131,969,969,7131,1,0,train,7206
2081,2232,3431,5473,3431,5473,0,1,train,6466
2082,2233,6169,3553,3553,6169,1,0,train,802
2083,2234,1350,5570,1350,5570,0,1,train,6688
2084,2235,8233,5042,5042,8233,1,0,train,283
2085,2236,7701,5429,5429,7701,1,0,train,6128
2086,2237,1375,8993,8993,1375,1,0,train,6190
2087,2238,5525,812,812,5525,1,0,train,3992
2088,2239,6315,2352,6315,2352,0,1,train,1841
2089,2240,1242,6708,1242,6708,0,1,train,5723
2090,2241,5147,4013,4013,5147,1,0,train,6310
2091,2242,6531,4593,4593,6531,1,0,train,2123
2092,2243,9261,3431,3431,9261,1,0,train,360
2093,2244,452,3533,3533,452,1,0,train,5131
2094,2245,1224,6910,6910,1224,1,0,train,6674
2095,2247,6531,8928,6531,8928,0,1,train,4565
2096,2248,3306,8336,3306,8336,0,1,train,3911
2097,2249,1496,8682,1496,8682,0,1,train,3438
2098,2250,6584,8592,8592,6584,1,0,train,7610
2099,2251,1178,7562,1178,7562,0,1,train,5146
2100,2252,5712,4793,4793,5712,1,0,test,1181
2101,2253,5945,3363,5945,3363,0,1,train,2560
2102,2254,8138,6064,6064,8138,1,0,train,473
2103,2255,33,1942,33,1942,0,1,train,2272
2104,2256,4354,6753,6753,4354,1,0,train,1834
2105,2257,4353,1639,4353,1639,0,1,test,1007
2106,2258,519,3299,3299,519,1,0,train,7283
2107,2259,8135,7531,8135,7531,0,1,test,1806
2108,2260,444,2815,444,2815,0,1,test,599
2109,2261,176,2814,2814,176,1,0,train,7152
2110,2262,603,769,603,769,0,1,test,1787
2111,2263,209,4307,4307,209,1,0,train,7452
2112,2264,462,5911,5911,462,1,0,train,3785
2113,2265,4410,2879,2879,4410,1,0,train,1066
2114,2266,334,1242,334,1242,0,1,test,384
2115,2267,9103,6129,9103,6129,0,1,train,5437
2116,2268,501,4364,4364,501,1,0,train,556
2117,2269,53,7621,7621,53,1,0,train,7640
2118,2270,6981,497,497,6981,1,0,train,7858
2119,2271,4360,7120,7120,4360,1,0,train,4150
2120,2272,224,1631,1631,224,1,0,train,2109
2121,2273,6567,9058,9058,6567,1,0,train,7459
2122,2274,585,8762,585,8762,0,1,train,4311
2123,2275,534,8383,534,8383,0,1,train,7736
2124,2276,301,4653,4653,301,1,0,train,7019
2125,2277,5775,8057,5775,8057,0,1,train,830
2126,2278,255,4045,4045,255,1,0,train,787
2127,2279,3002,4738,4738,3002,1,0,test,1311
2128,2280,476,7150,7150,476,1,0,train,1121
2129,2281,1072,6789,6789,1072,1,0,train,6635
2130,2282,844,4450,844,4450,0,1,train,6100
2131,2283,319,4125,319,4125,0,1,train,7742
2132,2284,6595,8583,6595,8583,0,1,train,5970
2133,2285,7263,6588,7263,6588,0,1,train,7804
2134,2286,134,4205,134,4205,0,1,train,3313
2135,2287,131,8427,131,8427,0,1,test,1584
2136,2288,513,6296,6296,513,1,0,train,6217
2137,2289,196,7271,196,7271,0,1,train,6013
2138,2290,4009,8643,8643,4009,1,0,train,2281
2139,2292,516,6424,6424,516,1,0,train,3648
2140,2293,439,5810,5810,439,1,0,train,3144
2141,2294,230,5755,230,5755,0,1,train,2288
2142,2295,7852,4724,4724,7852,1,0,train,3565
2143,2296,297,8852,297,8852,0,1,test,516
2144,2297,449,3759,3759,449,1,0,train,808
2145,2298,4481,8736,4481,8736,0,1,train,3405
2146,2299,4223,2818,4223,2818,0,1,train,605
2147,2300,4945,7984,4945,7984,0,1,train,6082
2148,2301,3530,4970,4970,3530,1,0,train,6465
2149,2302,12,8722,8722,12,1,0,train,3320
2150,2303,6178,7508,7508,6178,1,0,train,3820
2151,2304,6813,6565,6565,6813,1,0,train,143
2152,2305,6803,2666,6803,2666,0,1,train,4570
2153,2306,381,8293,381,8293,0,1,train,7143
2154,2307,3275,2812,2812,3275,1,0,train,6104
2155,2308,242,3673,242,3673,0,1,test,588
2156,2309,6540,433,6540,433,0,1,test,1722
2157,2310,330,8870,330,8870,0,1,train,2653
2158,2311,1023,8322,8322,1023,1,0,train,4277
2159,2312,7572,2334,7572,2334,0,1,train,4592
2160,2313,4476,735,4476,735,0,1,test,823
2161,2314,4638,3164,4638,3164,0,1,train,518
2162,2315,3812,6788,6788,3812,1,0,train,5925
2163,2316,3017,7554,7554,3017,1,0,train,5682
2164,2317,5470,488,488,5470,1,0,train,2236
2165,2318,1538,5638,5638,1538,1,0,train,1688
2166,2319,337,4135,4135,337,1,0,train,1323
2167,2320,6251,6385,6385,6251,1,0,train,3535
2168,2321,8124,860,8124,860,0,1,train,2860
2169,2322,1015,5319,1015,5319,0,1,train,4968
2170,2323,343,596,596,343,1,0,train,3224
2171,2324,4570,4281,4570,4281,0,1,train,3081
2172,2325,5723,492,492,5723,1,0,train,6467
2173,2327,2664,2336,2336,2664,1,0,train,2039
2174,2328,1626,6100,6100,1626,1,0,test,716
2175,2329,1735,3505,3505,1735,1,0,train,1336
2176,2330,1878,8410,1878,8410,0,1,test,545
2177,2331,5369,5366,5369,5366,0,1,train,7775
2178,2332,1969,6616,6616,1969,1,0,train,7524
2179,2333,5303,7305,5303,7305,0,1,train,3804
2180,2334,7510,6118,7510,6118,0,1,train,3477
2181,2335,4812,7218,7218,4812,1,0,train,6711
2182,2336,2310,3808,2310,3808,0,1,train,3114
2183,2337,7514,5092,7514,5092,0,1,train,4982
2184,2338,1644,2196,1644,2196,0,1,test,1951
2185,2339,5475,2805,2805,5475,1,0,train,6610
2186,2340,1961,1187,1187,1961,1,0,train,4172
2187,2341,4274,3780,4274,3780,0,1,train,272
2188,2342,8120,2352,8120,2352,0,1,train,7844
2189,2343,5698,4750,5698,4750,0,1,test,934
2190,2344,7675,356,356,7675,1,0,train,2858
2191,2345,4311,8610,4311,8610,0,1,train,420
2192,2346,943,1892,1892,943,1,0,train,3588
2193,2347,7649,7207,7649,7207,0,1,test,987
2194,2348,7654,3401,3401,7654,1,0,train,3802
2195,2349,7475,1612,7475,1612,0,1,train,5109
2196,2350,1015,5490,5490,1015,1,0,train,4490
2197,2351,525,6935,6935,525,1,0,train,7563
2198,2352,2964,6598,2964,6598,0,1,test,818
2199,2353,1070,6476,1070,6476,0,1,train,3706
2200,2356,310,5960,5960,310,1,0,train,2352
2201,2357,9060,9311,9311,9060,1,0,train,2688
2202,2358,8984,2102,2102,8984,1,0,train,116
2203,2359,6563,2173,6563,2173,0,1,train,366
2204,2360,5420,4212,4212,5420,1,0,train,4412
2205,2361,8783,3410,8783,3410,0,1,train,4927
2206,2362,5385,1364,1364,5385,1,0,train,7302
2207,2363,7274,768,7274,768,0,1,train,133
2208,2364,2298,1164,2298,1164,0,1,train,7336
2209,2365,3343,8728,3343,8728,0,1,train,5405
2210,2366,2086,6905,6905,2086,1,0,test,1607
2211,2367,4595,267,267,4595,1,0,test,272
2212,2368,7337,5379,5379,7337,1,0,train,3522
2213,2369,6059,1386,6059,1386,0,1,train,581
2214,2370,8050,205,8050,205,0,1,test,905
2215,2371,7073,6054,7073,6054,0,1,train,2102
2216,2372,8041,9237,8041,9237,0,1,train,6447
2217,2373,5123,8343,8343,5123,1,0,train,2460
2218,2374,8057,7706,7706,8057,1,0,train,1755
2219,2375,297,563,297,563,0,1,test,874
2220,2376,4351,86,4351,86,0,1,train,2880
2221,2377,2117,8584,2117,8584,0,1,train,2442
2222,2378,5157,2090,2090,5157,1,0,test,603
2223,2379,4279,9251,9251,4279,1,0,train,4471
2224,2380,1239,1483,1483,1239,1,0,train,5697
2225,2381,3305,1073,1073,3305,1,0,test,877
2226,2382,5510,2587,2587,5510,1,0,train,3429
2227,2383,6335,6490,6490,6335,1,0,train,716
2228,2385,1192,737,737,1192,1,0,train,2405
2229,2386,2544,8075,2544,8075,0,1,train,221
2230,2387,4266,117,117,4266,1,0,train,17
2231,2388,2912,9323,9323,2912,1,0,train,4215
2232,2389,5138,6356,6356,5138,1,0,train,5205
2233,2390,2911,7776,7776,2911,1,0,train,2649
2234,2391,351,4760,4760,351,1,0,train,5330
